Barcode,Representation.indicators.from.cover.and.summary,intersectionality_score,Representation.indicators.from.cover.and.summary_no_animals,intersectionality_score_no_animals,Language,Call.Number,Author,Publication.Year,Subject,Title.Subtitle,Checkouts...Local.Patrons,Checkouts...Visiting.Patrons
30405012244898,,0,,0,English,398.2 MAR,"Marshall, James, 1942-",1990,Fairy tales.,Hansel and Gretel,9,1
30405020357484,,0,,0,English,398.2 KEL,"Kellogg, Steven.",1991,Fairy tales.,Jack and the beanstalk,9,0
30405012144197,,0,,0,English,398.2 SAN,"San Souci, Robert D.",1994,Folklore.,More short & shivery : thirty terrifying tales,9,0
30405012427931,,0,,0,English,398.2 ZIE,"Ziefert, Harriet.",1995,Folklore -- England.,The teeny-tiny woman,9,0
30405012405390,,0,,0,English,398.2 BER,"Berenzy, Alix.",1995,Fairy tales.,Rapunzel,9,0
30405040010501,,0,,0,English,398.2 WEL,"Wells, Rosemary.",1997,Fairy tales.,Jack and the beanstalk,9,0
30007110000944,Animals and/or mythical creatures,1,,0,English,398.24 DOW,illustrated by Barry Downard.,2004,Animals -- Folklore.,The little red hen,9,0
30007110000944,Animals and/or mythical creatures,1,,0,English,398.24 DOW,illustrated by Barry Downard.,2004,Animals -- Folklore.,The little red hen,9,1
30007110002341,Animals and/or mythical creatures,1,,0,English,398.2 MOR,"Morpurgo, Michael.",2005,Aesop's fables -- Adaptations,The McElderry book of Aesop's fables,9,0
30007060193082,Animals and/or mythical creatures,1,,0,English,398.24 PIN,"Pinkney, Jerry.",2006,Animals -- Folklore.,The little red hen,9,0
30007060193082,Animals and/or mythical creatures,1,,0,English,398.24 PIN,"Pinkney, Jerry.",2006,Animals -- Folklore.,The little red hen,9,1
30007060407672,Animals and/or mythical creatures,1,,0,English,398.8 SEI,"Seibold, J.otto.",2010,Nursery rhymes.,"Other goose : re-nurseried, re-rhymed, re-mothered, and re-goosed--",9,0
30405020230079,Animals and/or mythical creatures,1,,0,English,398.2 BER,"Berg, Jean Horton.",1963,Animals -- Fiction.,The little red hen,10,0
30405010255185,,0,,0,English,398.2 GAL,"Galdone, Paul.",1973,Accelerated Reader,The little red hen,10,0
30405001646921,Animals and/or mythical creatures,1,,0,English,398.2 AES,illustrated by Heidi Holder.,1981,Fables.,Aesop's fables,10,0
30007110002336,Animals and/or mythical creatures,1,,0,English,398.2 AES,selected and illustrated by Michael Hague.,1985,Aesop's fables -- Translations into English,Aesop's fables,10,0
30405013501049,Animals and/or mythical creatures,1,,0,English,398.2 LIT,pictures by Lucinda McQueen.,1986,Folklore.,The little red hen,10,0
30405011647570,,0,,0,English,398.2 HAN,,1991,Folklore -- Germany.,Hansel and Gretel.,10,1
30405012694852,,0,,0,English,398.2 JON,"Jones, Carol.",1996,Fables.,The hare and the tortoise,10,0
30007110002344,Animals and/or mythical creatures,1,,0,English,398.24 PIN,Jerry Pinkney.,2000,Fables.,Aesop's fables,10,0
30007110002340,Animals and/or mythical creatures,1,,0,English,398.2 SNE,"Sneed, Brad.",2003,Aesop's fables -- Adaptations,Aesop's fables,10,0
30007110000944,Animals and/or mythical creatures,1,,0,English,398.24 DOW,illustrated by Barry Downard.,2004,Animals -- Folklore.,The little red hen,10,0
30007060193082,Animals and/or mythical creatures,1,,0,English,398.24 PIN,"Pinkney, Jerry.",2006,Animals -- Folklore.,The little red hen,10,0
30405020230079,Animals and/or mythical creatures,1,,0,English,398.2 BER,"Berg, Jean Horton.",1963,Animals -- Fiction.,The little red hen,11,1
30405010255185,,0,,0,English,398.2 GAL,"Galdone, Paul.",1973,Accelerated Reader,The little red hen,11,1
30405013501049,Animals and/or mythical creatures,1,,0,English,398.2 LIT,pictures by Lucinda McQueen.,1986,Folklore.,The little red hen,11,1
30405012745456,,0,,0,English,398.2 ERN,"Ernst, Lisa Campbell.",1995,Folklore.,Little Red Riding Hood : a newfangled prairie tale,11,0
30405020183229,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1996,Bears -- Folklore.,Goldilocks and the three bears,11,0
30405060027476,Animals and/or mythical creatures,1,,0,English,398.2 YOL,"Yolen, Jane.",1998,"Mythology, Greek.","Pegasus, the flying horse",11,0
30007110000944,Animals and/or mythical creatures,1,,0,English,398.24 DOW,illustrated by Barry Downard.,2004,Animals -- Folklore.,The little red hen,11,1
30007060193082,Animals and/or mythical creatures,1,,0,English,398.24 PIN,"Pinkney, Jerry.",2006,Animals -- Folklore.,The little red hen,11,1
30007110001044,Animals and/or mythical creatures,1,,0,English,398.22 GOR,"Gorbachev, Valeri.",2015,Bears -- Folklore.,Goldilocks and the three bears,11,0
30405001155998,,0,,0,English,398.2 GRI,"Grimm, Jacob, 1785-1863.",1980,Fairy tales.,Hansel and Gretel,12,2
30405001199236,,0,,0,English,398.2 GRI,Brothers Grimm ; illustrated by Anthony Browne.,1981,Fairy tales.,Hansel and Gretel,12,2
30405020231440,,0,,0,English,398.2 GAL,"Galdone, Paul.",1985,Fairy tales.,Rumpelstiltskin,12,1
30405001531602,,0,,0,English,398.2 SAN,"San Souci, Robert D.",1987,Folklore.,Short & shivery : thirty chilling tales,12,0
30405020223298,,0,,0,English,398.2 MAR,"Marshall, James, 1942-",1990,Fairy tales.,Hansel and Gretel,12,2
30405012244898,,0,,0,English,398.2 MAR,"Marshall, James, 1942-",1990,Fairy tales.,Hansel and Gretel,12,2
30405011808552,,0,,0,English,398.2 HAY,"Hayes, Sarah, 1945-",1993,Fairy tales.,The Candlewick book of fairy tales,12,1
30405001004527,Animals and/or mythical creatures,1,,0,English,398.2 MAY,"Mayer, Marianna.",1978,Fairy tales.,Beauty and the beast,13,0
30405012392754,,0,,0,English,398.2 DEP,"De Paola, Tomie.",1988,Folklore -- Italy.,Strega Nona : an old tale,13,0
30405000676549,,0,,0,English,398.2 DEP,"De Paola, Tomie.",1988,Folklore -- Italy.,Strega Nona : an old tale,13,0
30405020018060,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan.",1989,Fairy tales.,Beauty and the beast,13,0
30405012310798,Animals and/or mythical creatures,1,,0,English,398.2 BAR,"Barnes-Murphy, Frances.",1994,Aesop's fables -- Adaptations,The fables of Aesop,13,0
30405020183229,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1996,Bears -- Folklore.,Goldilocks and the three bears,13,0
30007110002901,Animals and/or mythical creatures,1,,0,English,398.209 EIL,"Eilenberg, Max.",2006,Fairy tales.,Beauty and the beast,13,0
30007060407375,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",2013,Chickens -- Folklore.,Cinders : a chicken Cinderella,13,1
30007110001044,Animals and/or mythical creatures,1,,0,English,398.22 GOR,"Gorbachev, Valeri.",2015,Bears -- Folklore.,Goldilocks and the three bears,13,0
30405020099359,,0,,0,English,398.2 SHU,"Shute, Linda.",1988,Folklore -- Ireland.,Clever Tom and the leprechaun : an old Irish story,14,2
30405001570741,,0,,0,English,398.2 SHU,"Shute, Linda.",1988,Folklore -- Ireland.,Clever Tom and the leprechaun : an old Irish story,14,2
30007060082608,,0,,0,English,398.22 RAP,[collected] by Jacob & Wilhelm Grimm ; illustrated by Maja Dus‚ikov‚a ; translated by Anthea Bell.,2000,Fairy tales.,Rapunzel : a fairy tale,14,0
30007110003135,,0,,0,English,398.2 PIR,"Pirotta, Saviour.",2006,Fairy tales.,The McElderry book of Grimms' fairy tales,14,0
30007110005364,,0,,0,English,398.2 AYL,"Aylesworth, Jim.",2009,Folklore -- Ukraine.,The mitten,14,0
30007090136093,Animals and/or mythical creatures,1,,0,English,398.2 AME,"Amery, Heather.",1999,"Mythology, Greek -- Literature.",Greek myths for young children,15,0
30405012522962,Animals and/or mythical creatures,1,,0,English,398.2 CLI,"Climo, Shirley.",1996,Accelerated Reader,The Irish Cinderlad,16,2
30405012456740,Animals and/or mythical creatures,1,,0,English,398.2 CLI,"Climo, Shirley.",1996,Accelerated Reader,The Irish Cinderlad,16,2
30007110001781,Animals and/or mythical creatures,1,,0,English,398.2 LOW,"Lowell, Susan, 1950-",2001,Accelerated Reader,Dusty Locks and the three bears,16,1
30007110002854,Animals and/or mythical creatures,1,,0,"English, Spanish",SPA 398.2 ORI,"Orihuela, Luz.",2006,Folklore.,Los tres cerditos,16,0
30007110005677,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",2010,Folklore.,The 3 little dassies,16,0
30007060256707,Animals and/or mythical creatures,1,,0,English,398.2 HAL,"Hale, Bruce.",2008,Fairy tales.,Snoring Beauty,17,0
30405010258700,,0,,0,English,398.2 FRO,by Paul Galdone ; adapted from the retelling by the Brothers Grimm.,1974,Fairy tales.,The Frog prince,18,1
30405020040015,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1989,Accelerated Reader,The mitten : an old Ukrainian folktale,18,0
30007110002368,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1989,Accelerated Reader,The mitten : an old Ukrainian folktale,18,0
30007060448551,,0,,0,"English, Spanish",SPA 398.21 MCC,"McCafferty, Catherine.",2008,Bilingual books -- English-Spanish.,The gingerbread man = El hombre de pan de jengibre,18,0
30405012930413,Animals and/or mythical creatures,1,,0,English,398.2 HAU,"Hautzig, Deborah.",1995,Fairy tales.,Beauty and the Beast,20,0
30007110004535,Animals and/or mythical creatures,1,,0,English,398.2 HAU,"Hautzig, Deborah.",1995,Fairy tales.,Beauty and the Beast,20,0
30405000736798,Animals and/or mythical creatures,1,,0,English,398.2 THR,"Galdone, Paul.",1970,Folklore.,The three little pigs,21,3
30405020036856,Animals and/or mythical creatures,1,,0,English,398.2 MAR,"Marshall, James, 1942-",1989,Expanding:  Early,The three little pigs,21,3
30405012254962,Animals and/or mythical creatures,1,,0,English,398.2 TRI,"Trivizas, Eugene.",1993,Folklore.,The three little wolves and the big bad pig,21,2
30405012254954,Animals and/or mythical creatures,1,,0,English,398.2 TRI,"Trivizas, Eugene.",1993,Folklore.,The three little wolves and the big bad pig,21,2
30405011803710,Animals and/or mythical creatures,1,,0,English,398.2 TRI,"Trivizas, Eugene.",1993,Folklore.,The three little wolves and the big bad pig,21,2
30007110003133,,0,,0,English,398.2 PIE,translated by David Walser ; [illustrated by] Jan Pienkowski.,2006,Fairy tales.,The fairy tales,21,1
30405020183229,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1996,Bears -- Folklore.,Goldilocks and the three bears,22,1
30007110001044,Animals and/or mythical creatures,1,,0,English,398.22 GOR,"Gorbachev, Valeri.",2015,Bears -- Folklore.,Goldilocks and the three bears,22,1
30405000736798,Animals and/or mythical creatures,1,,0,English,398.2 THR,"Galdone, Paul.",1970,Folklore.,The three little pigs,23,3
30405020036856,Animals and/or mythical creatures,1,,0,English,398.2 MAR,"Marshall, James, 1942-",1989,Expanding:  Early,The three little pigs,23,3
30405020183229,Animals and/or mythical creatures,1,,0,English,398.2 BRE,"Brett, Jan, 1949-",1996,Bears -- Folklore.,Goldilocks and the three bears,23,0
30007110001044,Animals and/or mythical creatures,1,,0,English,398.22 GOR,"Gorbachev, Valeri.",2015,Bears -- Folklore.,Goldilocks and the three bears,23,0
30405012745456,,0,,0,English,398.2 ERN,"Ernst, Lisa Campbell.",1995,Folklore.,Little Red Riding Hood : a newfangled prairie tale,26,2
30007060383030,Animals and/or mythical creatures,1,,0,English,398.21 RED,"Redmond, Shirley-Raye, 1955-",2012,Fairies.,Fairies! : a true story,27,1
30007110001301,,0,,0,English,398.2 PER,"Jeffers, Susan.",1985,Fairy tales.,Cinderella,29,2
30007110000943,,0,,0,English,398.2 PER,"Jeffers, Susan.",1985,Fairy tales.,Cinderella,29,2
30405001714372,,0,,0,English,398.2 KAR,"Karlin, Barbara.",1989,Fairy tales.,Cinderella,29,2
30405040046737,,0,,0,English,398.2 PER,"Perrault, Charles.",1999,Fairy tales.,Cinderella,29,2
30007060188173,,0,,0,English,398.21 SQU,"Squires, Janet.",2006,Fairy tales.,The Gingerbread Cowboy,31,3
30405000963582,,0,,0,English,s,"Grimm, Jacob, 1785-1863.",1978,Fairy tales.,The twelve dancing princesses,36,1
30007110005499,,0,,0,English,398.2 CEC,"Cech, John.",2009,Fairy tales.,The twelve dancing princesses,36,1
30405010224918,,0,,0,English,398.2 GRI,"Grimm, Jacob, 1785-1863.",1961,Folklore -- Germany.,Rapunzel,37,0
30405012405390,,0,,0,English,398.2 BER,"Berenzy, Alix.",1995,Fairy tales.,Rapunzel,37,0
30007060305488,,0,,0,English,398.25 SCH,"Schwartz, Alvin, 1927-",2010,Folklore -- United States.,More scary stories to tell in the dark,48,0
30007060432274,,0,,0,English,398.2 EVA,"Evans, Cambria.",2008,Folklore -- France.,Bone soup,52,0
30007110001301,,0,,0,English,398.2 PER,"Jeffers, Susan.",1985,Fairy tales.,Cinderella,57,2
30007110000943,,0,,0,English,398.2 PER,"Jeffers, Susan.",1985,Fairy tales.,Cinderella,57,2
30405001714372,,0,,0,English,398.2 KAR,"Karlin, Barbara.",1989,Fairy tales.,Cinderella,57,2
30405040046737,,0,,0,English,398.2 PER,"Perrault, Charles.",1999,Fairy tales.,Cinderella,57,2
30007110005498,Animals and/or mythical creatures,1,,0,English,398.2 KET,"Ketteman, Helen.",2009,Alligators -- Folklore.,The three little gators,62,0
30007060283974,,0,,0,English,398.2 KET,"Ketteman, Helen.",2009,Alligators -- Folklore.,The three little gators,62,0
30405010224918,,0,,0,English,398.2 GRI,"Grimm, Jacob, 1785-1863.",1961,Folklore -- Germany.,Rapunzel,67,0
30405012405390,,0,,0,English,398.2 BER,"Berenzy, Alix.",1995,Fairy tales.,Rapunzel,67,0
30007060307013,,0,,0,English,398.25 SCH,"Schwartz, Alvin, 1927-",2010,Folklore.,Scary stories to tell in the dark,69,0
30405040048766,,0,,0,English,398.2 AYL,"Aylesworth, Jim.",1998,Accelerated Reader,The gingerbread man,71,1
3000706040719,Animals and/or mythical creatures,1,,0,English,NA,NA,NA,NA,NA,NA,NA
30405091401582,,0,,0,English,NA,NA,NA,NA,NA,NA,NA
3040502024146,,0,,0,English,NA,NA,NA,NA,NA,NA,NA
3007110002771,,0,,0,English,NA,NA,NA,NA,NA,NA,NA
30007110005279,multicultural,1,multicultural,1,English,398.2 MAC,"MacDonald, Margaret Read.",1999,Folklore.,Earth care : world folktales to talk about,0,0
30007060078556,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 MAC,"MacDonald, Margaret Read, 1940-",2001,1st grade writing prompt,Mabela the clever,0,0
30405060024895,Economic Welfare,1,Economic Welfare,1,English,398.2 MCG,"McGovern, Ann.",1986,Folklore -- France.,Stone soup,1,1
30405001531933,russia,1,russia,1,English,398.2 LEW,"Lewis, J. Patrick.",1988,Fairy tales.,The Tsar & the amazing cow,1,0
30405020038522,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 LES,"Lester, Julius.",1989,Folklore.,How many spots does a leopard have? and other tales,1,0
30405012537176,multicultural,1,multicultural,1,English,398.2 MCC,"McCaughrean, Geraldine.",1996,Folklore.,The golden hoard : myths and legends of the world,1,1
30007110005134,Race/Ethnicity,1,Race/Ethnicity,1,English,398.2 PIN,"Pinkney, Andrea Davis.",2006,African Americans -- Fiction.,Peggony Po : a whale of a tale,1,0
30007110005436,Economic Welfare,1,Economic Welfare,1,English,398.2 MIL,"Miller, Bobbi.",2009,Fairy tales.,One fine trade,1,0
30007060547931,"Animals and/or mythical creatures, indigenous",2,", indigenous",1,Spanish,SPA 398.2 WIL,"Wilfred, 1991-",2018,Folk literature.,Los dos lobos,1,0
30405000398326,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 MCD,"McDermott, Gerald.",1973,Folklore -- Zaire.,The magic tree : a tale from the Congo,2,0
30405020091422,russia,1,russia,1,English,398.2 CRO,"Croll, Carolyn.",1989,Fairy tales.,The little snowgirl : an old Russian tale,2,0
30405012005232,"Animals and/or mythical creatures, indigenous",2,", indigenous",1,English,398.2 MAY,"Mayo, Gretchen.",1993,Coyote (Legendary character),That tricky Coyote!,2,0
30405012181611,Economic Welfare,1,Economic Welfare,1,English,398.2 CUR,"Curry, Jane Louise.",1994,Folklore.,Robin Hood and his Merry Men,2,0
30405012274077,"Animals and/or mythical creatures, indigenous",2,", indigenous",1,English,398.2 HAU,"Hausman, Gerald.",1995,Animals.,How Chipmunk got tiny feet : Native American animal origin stories,2,1
30007110005282,"Animals and/or mythical creatures, multicultural",2,", multicultural",1,English,398.2 MAC,"MacDonald, Margaret Read, 1940-",2001,Folklore.,Tuck-me-in tales : bedtime stories from around the world,2,0
30007110003032,"Animals and/or mythical creatures, latin america",2,", latin america",1,English,398.2 RYA,"Ryan, Pam Munoz.",2005,Folklore -- Mexico.,Nacho and Lolita,2,0
30405013015685,celtic,1,celtic,1,English,398.2 ADV,,1989,Folklore -- Ireland.,"The adventures of Cuchulainn, champion of Ulster.",3,0
30405020017823,Economic Welfare,1,Economic Welfare,1,English,398.2 HOW,"Howe, John, 1957-",1989,Fairy tales.,Jack and the beanstalk,3,0
30405012150707,"Animals and/or mythical creatures, indigenous",2,", indigenous",1,English,398.2 MAY,"Mayo, Gretchen.",1994,Indians of North America -- Folklore.,Big trouble for tricky rabbit!,3,0
30007990000068,"Animals and/or mythical creatures, multicultural",2,", multicultural",1,English,398.24 BAU,"Baumgartner, Barbara.",1994,Folklore.,Crocodile! crocodile! stories told around the world,3,0
30405060027435,multicultural,1,multicultural,1,English,398.22 YOL,"Yolen, Jane.",2000,Fairy tales.,Not one damsel in distress : world folktales for strong girls,3,0
30007110005401,"Animals and/or mythical creatures, marshall islands",2,", marshall islands",1,English,398.2 MAC,"MacDonald, Margaret Read, 1940-",2009,Ecology -- Folklore.,Surf war : a folktale from the Marshall Islands,4,0
30007110000618,russia,1,russia,1,English,398.2 KIM,"Kimmel, Eric A.",1991,Baba Yaga (Legendary character),Baba Yaga : a Russian folktale,5,0
30405012149030,"Animals and/or mythical creatures, indigenous",2,", indigenous",1,English,398.2 MAY,"Mayo, Gretchen.",1994,Indians of North America -- Folklore.,Here comes tricky rabbit,5,0
30007110005346,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 PIN,"Pinkney, Jerry.",2009,Fables.,The lion & the mouse,5,1
30405020032541,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 KIM,"Kimmel, Eric A.",1988,Anansi (Legendary character),Anansi and the moss-covered rock,6,0
30405001571350,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 KIM,"Kimmel, Eric A.",1988,Anansi (Legendary character),Anansi and the moss-covered rock,6,0
30405020017823,Economic Welfare,1,Economic Welfare,1,English,398.2 HOW,"Howe, John, 1957-",1989,Fairy tales.,Jack and the beanstalk,6,1
30007060283867,Mental Health,1,Mental Health,1,English,398.2 EMB,"Emberley, Rebecca.",2009,Chickens -- Folklore.,Chicken Little,6,0
30007060420766,"Animals and/or mythical creatures, spain",2,", spain",1,English,398.2 KIM,"Kimmel, Eric A.",2010,Folklore.,Medio Pollito : a Spanish tale,6,0
30405011998866,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 KIM,"Kimmel, Eric A.",1994,Anansi (Legendary character),Anansi and the talking melon,7,0
30007110001841,multicultural,1,multicultural,1,English,398.4 ALL,"Allen, Judy.",2005,"Animals, Mythical -- Encyclopedias.",Fantasy encyclopedia,7,0
30405020017823,Economic Welfare,1,Economic Welfare,1,English,398.2 HOW,"Howe, John, 1957-",1989,Fairy tales.,Jack and the beanstalk,9,0
30007060420758,Race/Ethnicity,1,Race/Ethnicity,1,English,398.2 GUN,"Gunderson, Jessica.",2015,Fairy tales.,Little Red Riding Hood stories from around the world : 3 beloved tales,10,2
30405011902116,"Animals and/or mythical creatures, africa",2,", africa",1,English,398.2 MCD,"McDermott, Gerald.",1992,"Folklore -- Africa, West.",Zomo the Rabbit : a trickster tale from West Africa,12,0
30405011602740,soviet union,1,soviet union,1,English,398.2 CEC,"Cech, John.",1992,Folklore -- Soviet Union.,"First snow, magic snow",13,0
30007110002763,Race/Ethnicity,1,Race/Ethnicity,1,English,398.2 CLI,"Climo, Shirley.",1989,Accelerated Reader,The Egyptian Cinderella,14,1
30405012735739,Race/Ethnicity,1,Race/Ethnicity,1,English,398.2 CLI,"Climo, Shirley.",1996,Fairy tales.,A treasury of princesses : princess tales from around the world,20,0
30405060024895,Economic Welfare,1,Economic Welfare,1,English,398.2 MCG,"McGovern, Ann.",1986,Folklore -- France.,Stone soup,21,1
30007060283867,Mental Health,1,Mental Health,1,English,398.2 EMB,"Emberley, Rebecca.",2009,Chickens -- Folklore.,Chicken Little,24,3
30007060418232,multicultural,1,multicultural,1,English,398.2 MEI,"Meister, Cari.",2015,Fairy tales.,Cinderella stories around the world : 4 beloved tales,27,1
30007060378915,"Animals and/or mythical creatures, latin america",2,", latin america",1,English,398.2 KET,"Ketteman, Helen.",2012,Fairy tales.,Señorita Gordita,37,0
30007060082392,"Race/Ethnicity, multicultural",2,"Race/Ethnicity, multicultural",2,English,398.22 OSB,"Osborne, Mary Pope.",1991,Folklore.,American tall tales,0,0
30405011996621,"Race/Ethnicity, multicultural",2,"Race/Ethnicity, multicultural",2,English,398.2 SAN,"San Souci, Robert D.",1993,Fluent,"Cut from the same cloth : American women of myth, legend, and tall tale",0,0
30007110002859,"Animals and/or mythical creatures, africa, liberia",3,", africa, liberia",2,English,398.2 PAYE,"Paye, Won-Ldy.",1999,Dan (African people) -- Folklore.,Why Leopard has spots : Dan stories from Liberia,0,0
30007110005455,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 ISA,"Isadora, Rachel.",2009,Fairy tales.,Hansel and Gretel,0,0
30405001657357,"Animals and/or mythical creatures, indigenous, great plains",3,", indigenous, great plains",2,English,398.2 STE,"Steptoe, John, 1950-",1989,"Caldecott medal books, 1985.",The story of Jumping Mouse : a native American legend,1,0
30405012005612,"Animals and/or mythical creatures, africa, swahili",3,", africa, swahili",2,English,398.2 KNU,"Knutson, Barbara.",1993,Folklore -- Africa.,Sungura and Leopard : a Swahili trickster tale,1,0
30405012179623,"Race/Ethnicity, Black",2,"Race/Ethnicity, Black",2,English,398.2 LES,"Lester, Julius.",1994,African Americans -- Folklore.,John Henry,1,0
30007060043899,"Animals and/or mythical creatures, indigenous, wasco",3,", indigenous, wasco",2,English,398.2 TAY,"Taylor, Harriet Peck.",1997,Constellations -- Legends.,Coyote places the stars,1,0
30007110000048,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 DIA,"Diakite, Baba Wague.",1997,"Folklore -- Africa, West.",The hunterman and the crocodile : a West African folktale,1,0
30007070080014,"Race/Ethnicity, multicultural",2,"Race/Ethnicity, multicultural",2,English,398.8 ENG,"Engelbreit, Mary.",2005,Children's poetry.,Mary Engelbreit's Mother Goose : one hundred best-loved verses,1,0
30007110005455,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 ISA,"Isadora, Rachel.",2009,Fairy tales.,Hansel and Gretel,1,0
30007060561015,"Religion, jewish",2,"Religion, jewish",2,hebrew,RU 398.23 KIM,"Kimmel, Eric A.",2016,Folk literature.,[Iosif i subbotn︠i︡a︠i︡a ryba] = Joseph and the Sabbath fish,1,0
30405020242702,"Race/Ethnicity, multicultural",2,"Race/Ethnicity, multicultural",2,English,398.2 SAN,"San Souci, Robert D.",1991,Folklore.,Larger than life : the adventures of American legendary heroes,2,0
30405012727603,"Race/Ethnicity, latin america",2,"Race/Ethnicity, latin america",2,English,398.2 DEL,"Delacre, Lulu.",1996,Indian mythology.,"Golden tales : myths, legends, and folktales from Latin America",2,0
30007090130542,"Race/Ethnicity, Black",2,"Race/Ethnicity, Black",2,English,398.2 HAM,"Hamilton, Virginia.",2000,Accelerated Reader AR-ATOS,The girl who spun gold,2,0
30405012404674,"Race/Ethnicity, indigenous",2,"Race/Ethnicity, indigenous",2,English,398.2 WOO,"Wood, Audrey.",2000,Dolphins -- Folklore.,The rainbow bridge : inspired by a Chumash tale,2,0
30007060478822,"Animals and/or mythical creatures, indigenous, pawnee",3,", indigenous, pawnee",2,"English, Spanish",SPA 398.24 MOR,"Moroney, Lynn.",2003,Chickasaw Indians -- Folklore.,Baby rattlesnake,2,1
30007110005455,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 ISA,"Isadora, Rachel.",2009,Fairy tales.,Hansel and Gretel,2,0
30007060539417,"Race/Ethnicity, latin america",2,"Race/Ethnicity, latin america",2,"English, Spanish",SPA 398.2 LUN,"Luna, James.",2010,Folklore.,The runaway piggy,2,0
30007060574372,"Animals and/or mythical creatures, indigenous, iroquois",3,", indigenous, iroquois",2,English,398.2 BRU,"Bruchac, James.",2012,Folklore.,Rabbit's snow dance : a traditional Iroquois story,2,0
30405020040098,"Animals and/or mythical creatures, AAPI, china",3,", AAPI, china",2,English,398.2 YOU,"Young, Ed.",1989,Accelerated Reader AR-ATOS,Lon Po Po : a Red-Riding Hood story from China,3,2
30405040035797,"Animals and/or mythical creatures, africa, liberia",3,", africa, liberia",2,English,398.2 DEE,"Dee, Ruby.",1990,Fifth Grade,Two ways to count to ten : a Liberian folktale,4,0
30007110002770,"Animals and/or mythical creatures, AAPI, cambodia",3,", AAPI, cambodia",2,English,398.2 SPA,"Spagnoli, Cathy.",1991,Folklore -- Cambodia.,Judge Rabbit and the tree spirit : a folktale from Cambodia,4,0
30405012003211,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 MAD,"Maddern, Eric.",1993,Creation -- Folklore.,The fire children : a West African creation tale,4,0
30007110005456,"Race/Ethnicity, arabic",2,"Race/Ethnicity, arabic",2,"English, Arabic",398.2 MACD,"MacDonald, Margaret Read, 1940-",2009,Arabs -- Folklore,How many donkeys : an Arabic counting tale,4,0
30007110006220,"Animals and/or mythical creatures, africa, uganda",3,", africa, uganda",2,English,398.2 MAC,"MacDonald, Margaret Read, 1940-",2013,Desert animals -- Folklore.,"Give up, Gecko! : a folktale from Uganda",4,1
30405001636609,"Animals and/or mythical creatures, africa, ashanti",3,", africa, ashanti",2,English,398.2 MCD,"McDermott, Gerald.",1972,Anansi (Legendary character),Anansi the spider : a tale from the Ashanti,5,0
30007060082434,"Animals and/or mythical creatures, africa, bakongo",3,", africa, bakongo",2,English,398.2 LEX,"Lexau, Joan M.",2001,Animals -- Folklore.,Crocodile and hen : a Bakongo folktale,5,0
30007110005455,"Race/Ethnicity, africa",2,"Race/Ethnicity, africa",2,English,398.2 ISA,"Isadora, Rachel.",2009,Fairy tales.,Hansel and Gretel,5,0
30405012448739,"Race/Ethnicity, indigenous",2,"Race/Ethnicity, indigenous",2,English,398.2 FIS,"Fisher, Anne B, 1898- (Anne Benson)",1957,Indians of North America -- Legends.,Stories California Indians told,6,0
30405012448507,"Race/Ethnicity, indigenous",2,"Race/Ethnicity, indigenous",2,English,398.2 FIS,"Fisher, Anne B, 1898- (Anne Benson)",1957,Indians of North America -- Legends.,Stories California Indians told,6,0
30007110002505,"AAPI, japan",2,"AAPI, japan",2,Spanish,SPA 398.2 HAN,"Hanashimo, Mikiko.",2004,Folklore -- Japan.,Montanas en lucha,6,0
30007110005493,"Mental Health, Animals and/or mythical creatures",2,"Mental Health, ",2,English,398.2 EMB,"Emberley, Rebecca.",2009,Chickens -- Folklore.,Chicken Little,6,0
30405010324098,"Animals and/or mythical creatures, africa, zaire",3,", africa, zaire",2,English,398.2 AAR,"Aardema, Verna.",1991,Folklore -- Zaire.,Traveling to Tondo : a tale of the Nkundo of Zaire,7,0
